ISBN;Title;Authors;Publisher;Edition;Location;Genre;Price;MaxLoanDays;MediaType;CreatedBy
9781561007851;The Postman;David Brin;"""Aleksandr Korzhenevskii """;25;Shelf-16;Fiction;26.21;14;E-Book;import
9781561007851;The Postman;David Brin;"""Aleksandr Korzhenevskii """;25;Shelf-40;Fiction;28.16;14;E-Book;import
9781561007851;The Postman;David Brin;"""Aleksandr Korzhenevskii """;25;Shelf-22;Fiction;18.71;14;E-Book;import
0593241339;Immune;Philipp Dettmer;Random House;5;Shelf-10;Microbiology;44.36;14;DVD;import
9781097409051;The Adventure of the Bruce-Partington Plans;Arthur Conan Doyle;Audiofy/Hayes;108;Shelf-24;Holmes, sherlock (fictitious character), fiction;21.32;14;DVD;import
9781432886806;Cousins;Karen M. McManus;Random House Publishing Group;9;Shelf-3;Children's fiction;40.57;14;E-Book;import
9781432886806;Cousins;Karen M. McManus;Random House Publishing Group;9;Shelf-33;Children's fiction;19.90;14;Magazin;import
9781432886806;Cousins;Karen M. McManus;Random House Publishing Group;9;Shelf-30;Children's fiction;17.76;14;E-Book;import
1464223327;Striker;Ana Huang;LYX;5;Shelf-8;Serie:Gods_of_the_Game;25.25;14;Book;import
3458683372;Days at the Morisaki Bookshop;Satoshi Yagisawa|Eric Ozawa;Harper Perennial;5;Shelf-19;Diverses;29.93;14;DVD;import
9780553386417;Sweet Revenge;Nora Roberts;Amber;24;Shelf-19;Love stories, American;35.50;14;Magazin;import
9786555127331;Chainsaw Man, Vol. 1;Tatsuki Fujimoto;Kaze;5;Shelf-35;Literature;14.02;14;Book;import
9781862305663;Night of the Ninjas;Mary Pope Osborne;Scholastic;31;Shelf-35;Fiction;38.45;14;E-Book;import
1360661522;Casanovas Heimfahrt;Arthur Schnitzler;Simon and Schuster;94;Shelf-17;Fiction;10.92;14;E-Book;import
9780343845902;Annals of a quiet neighborhood;George MacDonald;Creative Media Partners, LLC;105;Shelf-32;Fiction, fantasy, historical;17.16;14;Book;import
1780747489;The Third Chimpanzee;Jared M. Diamond|María Corniero Fernández|Rebecca Stefoff;Radius;27;Shelf-29;Human evolution;31.41;14;E-Book;import
0008703434;Reappearance of Rachel Price;Holly Jackson;Random House Publishing Group;16;Shelf-8;Children's fiction;25.34;14;Magazin;import
9781515129332;The Green Rust;Edgar Wallace;Goldmann;110;Shelf-27;Fiction in English;30.90;14;DVD;import
9781515129332;The Green Rust;Edgar Wallace;Goldmann;110;Shelf-3;Fiction in English;20.73;14;Book;import
9781515129332;The Green Rust;Edgar Wallace;Goldmann;110;Shelf-25;Fiction in English;15.96;14;E-Book;import
3518457888;סיפור על אהבה וחושך;עמוס עוז;Gallimard;36;Shelf-21;Authors, Israeli;29.82;14;DVD;import
9020541455;Boyfriend Material;Alexis Hall;Lyx;5;Shelf-7;English literature;35.60;14;Magazin;import
0594103169;The Custom of the Country;Edith Wharton;Piper;61;Shelf-33;Fiction;16.40;14;DVD;import
410213008X;Collected short stories;William Somerset Maugham;Europäischer Buchklub;44;Shelf-5;English Short stories;32.40;14;E-Book;import
9783442215232;Living Buddha, living Christ;Thích Nhất Hạnh;Riverhead Trade;12;Shelf-16;Buddhism;24.57;14;Book;import
9783442215232;Living Buddha, living Christ;Thích Nhất Hạnh;Riverhead Trade;12;Shelf-26;Buddhism;36.64;14;Magazin;import
9783442215232;Living Buddha, living Christ;Thích Nhất Hạnh;Riverhead Trade;12;Shelf-13;Buddhism;29.33;14;Book;import
0140449582;The Alexiad;Anna Comnena|Athanasios Kambylis|Diether Reinsch|August Reifferscheid |Ludovicus Schopenus|Rossi;Kessinger Publishing;70;Shelf-37;Crusades;33.60;14;Magazin;import
9783538069602;Effi Briest;Theodor Fontane;Ullstein;65;Shelf-21;Fiction;14.46;14;DVD;import
9783538069602;Effi Briest;Theodor Fontane;Ullstein;65;Shelf-0;Fiction;31.13;14;DVD;import
9783538069602;Effi Briest;Theodor Fontane;Ullstein;65;Shelf-33;Fiction;38.99;14;E-Book;import
2738107931;Black holes and baby universes and other essays;Stephen Hawking|Simon Prebble;Bantam;15;Shelf-29;Filosofía;17.39;14;E-Book;import
9780140014433;Good-Bye to All That;Robert Graves;The Folio Society;55;Shelf-39;Biography;25.38;14;DVD;import
3625205017;Winnetou;Karl May|H. J. Graefen|Stanley L. Sharp|Alfred P. Donhauser;Karl-May-Verlag;80;Shelf-35;Apache Indians;11.48;14;Book;import
107721345X;Istorie Fiorentine;Niccolò Machiavelli|Félix Fernández Murga|Félix Gilbert|Peter Whithorne|Giovanni Battista Niccolini;Princeton U.P.;112;Shelf-4;Early works to 1800;24.10;14;DVD;import
9781962572385;Lord Peter Views the Body;Dorothy L. Sayers;Hodder & Stoughton;63;Shelf-26;Fiction;32.79;14;Magazin;import
9781962572385;Lord Peter Views the Body;Dorothy L. Sayers;Hodder & Stoughton;63;Shelf-11;Fiction;26.86;14;DVD;import
9781962572385;Lord Peter Views the Body;Dorothy L. Sayers;Hodder & Stoughton;63;Shelf-20;Fiction;14.02;14;Magazin;import
9783822841037;1000 Chairs;Charlotte Fiell|Peter Fiell|Simone Philippi;Benedikt Taschen Verlag;4;Shelf-2;Chairs;11.54;14;E-Book;import
9783442422470;The Mummy;Anne Rice;Editorial Timun Mas, S.A.;29;Shelf-34;5.95;39.79;14;E-Book;import
9783442422470;The Mummy;Anne Rice;Editorial Timun Mas, S.A.;29;Shelf-31;5.95;23.66;14;DVD;import
9798510024326;Kalender;Thea Kalenderie;Independently Published;384;Shelf-21;Diverses;24.20;14;Book;import
1672456363;Terminplaner;Fitness Kalen Bodybuilder Geschenkideen;Independently Published;113;Shelf-31;Diverses;29.10;14;Book;import
9357054111;Compilers, principles, techniques, and tools;Alfred V. Aho|Monica S. Lam|Ravi Sethi|Jeffrey D. Ullman;Pearson India;11;Shelf-0;Compilers (Computer programs);33.20;14;DVD;import
9357054111;Compilers, principles, techniques, and tools;Alfred V. Aho|Monica S. Lam|Ravi Sethi|Jeffrey D. Ullman;Pearson India;11;Shelf-2;Compilers (Computer programs);16.93;14;Book;import
9357054111;Compilers, principles, techniques, and tools;Alfred V. Aho|Monica S. Lam|Ravi Sethi|Jeffrey D. Ullman;Pearson India;11;Shelf-33;Compilers (Computer programs);31.46;14;E-Book;import
9781846681066;The Uncommon Reader;Alan Bennett;Labutxaca;30;Shelf-13;Kings and rulers;43.75;14;Magazin;import
9780439958929;Trickster's Choice;Tamora Pierce;Arena Verlag;9;Shelf-30;Daughter of the Lioness;36.75;14;Magazin;import
0330444085;The Collectors;David Baldacci;Hachette Audio;45;Shelf-20;assassination;10.74;14;Book;import
0330444085;The Collectors;David Baldacci;Hachette Audio;45;Shelf-34;assassination;42.21;14;Magazin;import
9780525536543;Digital Minimalism;Cal Newport;Portfolio;4;Shelf-7;Information technology;16.14;14;Book;import
3492060714;Paper Princess;Erin Watt;EverAfter Romance;4;Shelf-25;Children's fiction;41.45;14;Magazin;import
9783570315750;Killer Instinct;Jennifer Lynn Barnes;Quercus;4;Shelf-2;Fiction;43.12;14;E-Book;import
9783570315750;Killer Instinct;Jennifer Lynn Barnes;Quercus;4;Shelf-9;Fiction;14.30;14;DVD;import
0759597669;Nights in Rodanthe;Nicholas Sparks;Doubleday;13;Shelf-13;Divorced people;22.18;14;Magazin;import
9780061726804;Before I Fall;Lauren Oliver;Harper;4;Shelf-2;Fiction;14.45;14;Magazin;import
9781083033314;Lucy Gayheart;Willa Cather;A. A. Knopf;154;Shelf-40;Juvenile fiction;12.38;14;Magazin;import
9781083033314;Lucy Gayheart;Willa Cather;A. A. Knopf;154;Shelf-7;Juvenile fiction;37.42;14;Book;import
8303031325;Zniewolony umysł;Czesław Miłosz;Vintage Books;36;Shelf-37;Authors, Polish;25.71;14;Book;import
9783453094376;Blue Mars;Kim Stanley Robinson;Minotauro;30;Shelf-19;Life on other planets;35.30;14;E-Book;import
9783453094376;Blue Mars;Kim Stanley Robinson;Minotauro;30;Shelf-34;Life on other planets;11.81;14;DVD;import
9783453094376;Blue Mars;Kim Stanley Robinson;Minotauro;30;Shelf-17;Life on other planets;10.80;14;DVD;import
9780582101340;Fire from Heaven;Mary Renault;Julliard;36;Shelf-12;Kings and rulers;17.55;14;DVD;import
0195019199;A pattern language;Christopher Alexander|Sara Ishikawa|Murray Silverstein|Max Jacobson|Ingrid Fiksdahl-King|Shlomo Angel|Nax Jacobsohn;Löcker;4;Shelf-37;Symbolism in architecture;12.41;14;DVD;import
1642263362;Comtesse de Charny;Alexandre Dumas;Creative Media Partners, LLC;94;Shelf-0;Fiction;22.82;14;DVD;import
1642263362;Comtesse de Charny;Alexandre Dumas;Creative Media Partners, LLC;94;Shelf-22;Fiction;18.18;14;Magazin;import
1642263362;Comtesse de Charny;Alexandre Dumas;Creative Media Partners, LLC;94;Shelf-7;Fiction;43.81;14;Book;import
9780613935517;Fifteen;Beverly Cleary;Morrow;41;Shelf-25;Fiction;36.83;14;Magazin;import
1593552106;Sacred Stone;Clive Cussler|Craig Dirgo;Michael Joseph Ltd;33;Shelf-3;Ship captains;20.75;14;E-Book;import
1593552106;Sacred Stone;Clive Cussler|Craig Dirgo;Michael Joseph Ltd;33;Shelf-35;Ship captains;14.99;14;Book;import
9785553887087;L.A. Confidential;James Ellroy;Arrow;37;Shelf-15;Fiction;14.56;14;Book;import
3822855693;1000 Nudes;Hans-Michael Koetzle|Taschen Publishing;Taschen America Llc;4;Shelf-14;Photograph collections;16.25;14;Book;import
0312722753;Show me!;Will McBride|Helga Fleischhauer-Hardt;St. Martin's Press;4;Shelf-40;Sex instruction for children;39.22;14;E-Book;import
1537093509;Jane Eyre;Charlotte Brontë|Naunerle C. Farr;Perfection Learning Corporation;558;Shelf-25;Children's fiction;15.47;14;Magazin;import
0685234096;Les cigares du pharaon;Hergé;Egmont;63;Shelf-14;series:Les Aventures de Tintin;29.50;14;DVD;import
8401013003;Star Wars Episode I - The Phantom Menace;Terry Brooks;Goldmann;29;Shelf-38;Child slaves in fiction;44.18;14;Book;import
8401013003;Star Wars Episode I - The Phantom Menace;Terry Brooks;Goldmann;29;Shelf-11;Child slaves in fiction;26.37;14;E-Book;import
9781417947621;Iphigenie auf Tauris;Johann Wolfgang von Goethe;Holt & Williams, etc ., etc;91;Shelf-18;Drama;20.90;14;DVD;import
9781417947621;Iphigenie auf Tauris;Johann Wolfgang von Goethe;Holt & Williams, etc ., etc;91;Shelf-38;Drama;24.23;14;Book;import
9781417947621;Iphigenie auf Tauris;Johann Wolfgang von Goethe;Holt & Williams, etc ., etc;91;Shelf-35;Drama;20.73;14;Magazin;import
9781476770161;Islands in the Stream;Ernest Hemingway;Bantam Books;35;Shelf-17;Fiction;34.05;14;Book;import
1931056323;The Bonesetter's Daughter;Amy Tan|Amy Tan|AMY TAN;Brand: Ballantine Books;47;Shelf-12;domestic fiction;28.31;14;E-Book;import
8420641871;Униженные и оскорблённые;Фёдор Михайлович Достоевский;Художественная литература;77;Shelf-3;Fiction;35.61;14;Book;import
9781664447592;All the Birds in the Sky;Charlie Jane Anders|Laurent Queyssi;CreateSpace Independent Publishing Platform;8;Shelf-20;Man-woman relationships;10.63;14;Magazin;import
9798476644125;Mr. Justice Maxell;Edgar Wallace;Ward, Lock & co., limited;208;Shelf-10;Diverses;22.24;14;E-Book;import
9798476644125;Mr. Justice Maxell;Edgar Wallace;Ward, Lock & co., limited;208;Shelf-6;Diverses;32.55;14;Book;import
8435008665;"Raise High the Roof Beam, Carpenters; and Seymour, An Introduction";J. D. Salinger;Kineret;33;Shelf-38;Families in Fiction;36.25;14;E-Book;import
8435008665;"Raise High the Roof Beam, Carpenters; and Seymour, An Introduction";J. D. Salinger;Kineret;33;Shelf-27;Families in Fiction;12.94;14;E-Book;import
9780786201754;The Lady in the Lake;Raymond Chandler;Gallimard;41;Shelf-15;Private investigators;13.71;14;Magazin;import
9780786201754;The Lady in the Lake;Raymond Chandler;Gallimard;41;Shelf-24;Private investigators;32.74;14;E-Book;import
9780847800537;Gustav Klimt;Alessandra Comini;Prestel Publishing;62;Shelf-26;Wiener Secession;40.35;14;Magazin;import
9783499111921;Die Ermittlung;Peter Weiss;Calder and Boyars;35;Shelf-23;Auschwitz (Concentration camp);29.99;14;E-Book;import
9783499111921;Die Ermittlung;Peter Weiss;Calder and Boyars;35;Shelf-2;Auschwitz (Concentration camp);25.89;14;E-Book;import
0330024841;Flashman from the Flashman Papers 1839-1842;George MacDonald Fraser;Macmillan;40;Shelf-30;Fiction;23.13;14;DVD;import
5864840831;گُلِستان;Saʻdī.;Harper & Brothers;129;Shelf-3;Persian language;12.20;14;E-Book;import
0061452300;The Lost Days (Emily the Strange #1);Rob Reger;The Bowen Press;9;Shelf-30;Runaways;11.79;14;Magazin;import
3112391942;Rudolf Virchow;Rudolf Ludwig Karl Virchow;de Gruyter GmbH, Walter;160;Shelf-32;Diverses;26.27;14;E-Book;import
3112391942;Rudolf Virchow;Rudolf Ludwig Karl Virchow;de Gruyter GmbH, Walter;160;Shelf-37;Diverses;15.80;14;Book;import
3112391942;Rudolf Virchow;Rudolf Ludwig Karl Virchow;de Gruyter GmbH, Walter;160;Shelf-4;Diverses;25.31;14;E-Book;import
9781682305034;Broken Prince;Erin Watt;Audible Studios on Brilliance Audio;3;Shelf-29;Children's fiction;19.87;14;E-Book;import
1077905815;Notenheft;Music Notebooks;Independently Published;150;Shelf-31;Diverses;43.01;14;Book;import
1077905815;Notenheft;Music Notebooks;Independently Published;150;Shelf-8;Diverses;38.84;14;Book;import
1077905815;Notenheft;Music Notebooks;Independently Published;150;Shelf-13;Diverses;34.14;14;DVD;import
9798622086106;Diabetes Tagebuch;Jason Piekser;Independently Published;540;Shelf-13;Diverses;32.10;14;Book;import
1841497142;Changes;Jim Butcher;Little, Brown Book Group Limited;10;Shelf-17;Harry Dresden (Fictitious character);34.98;14;DVD;import
9780671017569;The day after Roswell;Philip J. Corso|William J. Birnes;Pocket Books;3;Shelf-4;Censorship;28.64;14;Book;import
9780671017569;The day after Roswell;Philip J. Corso|William J. Birnes;Pocket Books;3;Shelf-2;Censorship;42.51;14;DVD;import
9798679579798;Memoirs of Fanny Hill;John Cleland;Read Books;188;Shelf-28;Diverses;18.98;14;DVD;import
9798679579798;Memoirs of Fanny Hill;John Cleland;Read Books;188;Shelf-19;Diverses;18.34;14;E-Book;import
9783596157334;The Accidental Tourist;Anne Tyler;Vintage Books;39;Shelf-23;Death;42.62;14;E-Book;import
9781119149224;PHP & MySQL;Jon Duckett;Wiley & Sons, Incorporated, John;3;Shelf-5;Php (computer program language);37.40;14;Magazin;import
9781119149224;PHP & MySQL;Jon Duckett;Wiley & Sons, Incorporated, John;3;Shelf-17;Php (computer program language);27.54;14;DVD;import
9781119149224;PHP & MySQL;Jon Duckett;Wiley & Sons, Incorporated, John;3;Shelf-24;Php (computer program language);33.74;14;E-Book;import
9786073812023;センセイの鞄;川上弘美;Portobello Books;21;Shelf-34;Middle-aged women;19.65;14;E-Book;import
9780304934218;Kristin Lavransdatter Trilogy;Sigrid Undset;Bokklubben;78;Shelf-39;Translations into English;20.78;14;Book;import
9780304934218;Kristin Lavransdatter Trilogy;Sigrid Undset;Bokklubben;78;Shelf-37;Translations into English;24.21;14;Magazin;import
9780394821894;Alfred Hitchcock and the Three Investigators in The Secret of Terror Castle;Robert Arthur|Alfred Hitchcock;Molino;19;Shelf-32;Mystery and detective stories;21.07;14;E-Book;import
9780394821894;Alfred Hitchcock and the Three Investigators in The Secret of Terror Castle;Robert Arthur|Alfred Hitchcock;Molino;19;Shelf-39;Mystery and detective stories;34.19;14;Book;import
0671042742;The Honourable Schoolboy;John le Carré;Hodder & Stoughton Ltd;34;Shelf-38;Intelligence service in fiction;26.48;14;Magazin;import
0671042742;The Honourable Schoolboy;John le Carré;Hodder & Stoughton Ltd;34;Shelf-25;Intelligence service in fiction;35.98;14;Book;import
0140258574;The Mouse on the Mile;Stephen King;Bt Bound;16;Shelf-26;American Horror tales;29.25;14;Book;import
0710803524;The Mind's I;Douglas R. Hofstadter|Daniel C. Dennett;Alfa Yayinlari;23;Shelf-32;Self (Philosophy);19.38;14;Magazin;import
0606095187;The knight at dawn;Mary Pope Osborne;Egmont;45;Shelf-22;Fiction;44.31;14;Book;import
0307566765;Remembrance;Danielle Steel;Dell;42;Shelf-21;Fiction;23.64;14;DVD;import
9756056177;A Dream of John Ball;William Morris|William Morris;tredition Verlag;209;Shelf-10;Tyler's Insurrection, 1381;25.23;14;Magazin;import
9780292701328;El llano en llamas;Juan Rulfo;Cuspide;52;Shelf-17;Spanish language books;21.02;14;E-Book;import
9782843440977;The State of the Art;Iain Banks;Belial';15;Shelf-37;English Science fiction;28.64;14;Magazin;import
9780224076753;Saturday;Ian McEwan;Nan A. Talese;53;Shelf-36;Protest movements;39.57;14;Magazin;import
1471238458;Sostiene Pereira;Antonio Tabucchi;Canongate Books;38;Shelf-6;History;44.44;14;Book;import
1471238458;Sostiene Pereira;Antonio Tabucchi;Canongate Books;38;Shelf-33;History;13.31;14;Magazin;import
1471238458;Sostiene Pereira;Antonio Tabucchi;Canongate Books;38;Shelf-12;History;14.25;14;Magazin;import
1077793464;The sketch-book of Geoffrey Crayon, Esq;Washington Irving;A.L. Burt;351;Shelf-0;Fiction;41.09;14;DVD;import
9781566562003;Samarcande;Amin Maalouf;Aras;29;Shelf-15;Fiction;20.89;14;DVD;import
9781566562003;Samarcande;Amin Maalouf;Aras;29;Shelf-10;Fiction;30.62;14;DVD;import
9781566562003;Samarcande;Amin Maalouf;Aras;29;Shelf-30;Fiction;40.79;14;Book;import
0344222640;Vies des dames galantes;Pierre de Bourdeille, seigneur de Brantôme;The Alexandrian society, inc;96;Shelf-39;Biography;13.11;14;Magazin;import
0344222640;Vies des dames galantes;Pierre de Bourdeille, seigneur de Brantôme;The Alexandrian society, inc;96;Shelf-37;Biography;29.42;14;Magazin;import
0344222640;Vies des dames galantes;Pierre de Bourdeille, seigneur de Brantôme;The Alexandrian society, inc;96;Shelf-32;Biography;39.05;14;DVD;import
1458715310;Witches, midwives, and nurses;Barbara Ehrenreich|Deirdre English|María Colera;Éditions du remue-ménage;21;Shelf-4;History;19.35;14;Magazin;import
0141032561;La hojarasca;Gabriel García Márquez;Plaza & Janes Editores, S.A.;56;Shelf-1;Spanish language books;25.17;14;E-Book;import
9788501107480;Distancia de rescate;Samanta Schweblin;Albert Bonniers Förlag;29;Shelf-9;Romance literature;35.51;14;DVD;import
9788501107480;Distancia de rescate;Samanta Schweblin;Albert Bonniers Förlag;29;Shelf-20;Romance literature;37.00;14;E-Book;import
9788501107480;Distancia de rescate;Samanta Schweblin;Albert Bonniers Förlag;29;Shelf-17;Romance literature;44.22;14;DVD;import
9781434614568;Hellenica;Xenophon;Macmillan;87;Shelf-5;Greece Peloponnesian War, 431-404 B.C.;38.56;14;Book;import
9781074722692;Dawn;Eleanor Hodgman Porter;ReadHowYouWant.com, Limited;97;Shelf-12;Classic Literature;42.67;14;E-Book;import
0394446151;Someone Like You [18 stories];Roald Dahl;Zakharov;25;Shelf-38;short story;26.98;14;Book;import
0394446151;Someone Like You [18 stories];Roald Dahl;Zakharov;25;Shelf-3;short story;20.59;14;DVD;import
0307285715;Ptolemy's Gate;Jonathan Stroud;Blanvalet Taschenbuch Verlag;24;Shelf-5;Genies;21.49;14;E-Book;import
0307285715;Ptolemy's Gate;Jonathan Stroud;Blanvalet Taschenbuch Verlag;24;Shelf-34;Genies;35.72;14;DVD;import
0307285715;Ptolemy's Gate;Jonathan Stroud;Blanvalet Taschenbuch Verlag;24;Shelf-21;Genies;17.75;14;Magazin;import
9781650011233;KALENDER 2020;Skateboarding Geschenke für Männer und Frauen Skateboarder Kalender|Merchment;Independently published;618;Shelf-3;Diverses;24.33;14;DVD;import
9798712081486;2022;Leseevo DE 2022;Independently Published;404;Shelf-40;Diverses;43.50;14;Book;import
9798712081486;2022;Leseevo DE 2022;Independently Published;404;Shelf-23;Diverses;12.32;14;Magazin;import
3112696344;Gotthold Ephraim Lessing;Franz Muncker;de Gruyter GmbH, Walter;101;Shelf-31;Diverses;34.83;14;DVD;import
3112696344;Gotthold Ephraim Lessing;Franz Muncker;de Gruyter GmbH, Walter;101;Shelf-10;Diverses;31.93;14;DVD;import
3112696344;Gotthold Ephraim Lessing;Franz Muncker;de Gruyter GmbH, Walter;101;Shelf-31;Diverses;21.22;14;DVD;import
9798608159701;Vokabelheft;TenBook Vokabelhefte;Independently Published;201;Shelf-8;Diverses;23.86;14;Magazin;import
9752753914;"Ikigai;";Ken Mogi;DuMont Buchverlag GmbH;2;Shelf-29;Diverses;44.31;14;DVD;import
9752753914;"Ikigai;";Ken Mogi;DuMont Buchverlag GmbH;2;Shelf-6;Diverses;17.27;14;DVD;import
9798511616926;Meine Liebsten Rezepte;Lustige Küche n kochen;Independently Published;164;Shelf-5;Diverses;16.33;14;Book;import
9798511616926;Meine Liebsten Rezepte;Lustige Küche n kochen;Independently Published;164;Shelf-7;Diverses;18.84;14;Book;import
9780446500821;Stone Cold;David Baldacci;A.W. Bruna Uitgevers;40;Shelf-13;crime thriller;38.83;14;Book;import
9783959721233;Principles;Ray Dalio;FinanzBuch Verlag;2;Shelf-15;Diverses;17.30;14;Magazin;import
1423168232;The Naturals;Jennifer Lynn Barnes;Hyperion;2;Shelf-23;Mystery and detective stories;41.62;14;Book;import
1423168232;The Naturals;Jennifer Lynn Barnes;Hyperion;2;Shelf-24;Mystery and detective stories;13.55;14;Magazin;import
1423168232;The Naturals;Jennifer Lynn Barnes;Hyperion;2;Shelf-17;Mystery and detective stories;26.60;14;Book;import
0765379244;The Ice Dragon;George R. R. Martin;HarperCollins Publishers;25;Shelf-3;Fantasy;35.16;14;E-Book;import
8806144332;The rules of attraction;Bret Easton Ellis|Brent Ellis|Jonathan Davis|Lauren Fortgang|Danny Gerard;MacMillan;17;Shelf-7;Fiction;15.72;14;DVD;import
9781517566234;The Portrait of a Lady;Henry James;Macmillan Collector's Library;288;Shelf-28;Social life and customs;22.17;14;Magazin;import
3423348925;Die 24 Gesetze der Verführung. Ein Joost- Elffers- Buch;Robert Greene;Hanser Belletristik;2;Shelf-12;Diverses;28.65;14;E-Book;import
1985701960;Galactic Derelict;Andre Norton;Ace Books;65;Shelf-36;Science fiction;12.21;14;Book;import
1985701960;Galactic Derelict;Andre Norton;Ace Books;65;Shelf-9;Science fiction;39.10;14;E-Book;import
1509808507;The Key to Rebecca;Ken Follett;Emece Editores;45;Shelf-32;Open Library Staff Picks;36.92;14;Magazin;import
0330022113;Christy;Catherine Marshall;Perfection Learning Prebound;37;Shelf-15;Women teachers;31.97;14;Book;import
0330022113;Christy;Catherine Marshall;Perfection Learning Prebound;37;Shelf-9;Women teachers;42.33;14;E-Book;import
9798686830295;Miss Billy Married;Eleanor Hodgman Porter;Kessinger Publishing;115;Shelf-8;Fiction, general;16.85;14;Book;import
9789867806789;A Darkness at Sethanon;Raymond E. Feist;Spectra;18;Shelf-7;Fiction;42.22;14;Book;import
9789867806789;A Darkness at Sethanon;Raymond E. Feist;Spectra;18;Shelf-26;Fiction;28.03;14;Book;import
9780321455369;Introduction to automata theory, languages, and computation;John E. Hopcroft|Jeffrey D. Ullman|Rajeev Motwani;Pearson Education, Limited;8;Shelf-7;Computational complexity;33.99;14;E-Book;import
9781676375678;News from nowhere, or, An epoch of rest, being some chapters from a utopian romance;William Morris;Kelmscott Press, sold by Reeves and Turner, London;347;Shelf-17;Utopias;26.39;14;E-Book;import
9781676375678;News from nowhere, or, An epoch of rest, being some chapters from a utopian romance;William Morris;Kelmscott Press, sold by Reeves and Turner, London;347;Shelf-29;Utopias;40.65;14;DVD;import
2729895914;Phèdre;Jean Racine;Librio;168;Shelf-35;French drama;36.58;14;Magazin;import
221302524X;A Taste for Death;P. D. James;Sphere;50;Shelf-29;New York Times reviewed;22.62;14;DVD;import
221302524X;A Taste for Death;P. D. James;Sphere;50;Shelf-35;New York Times reviewed;43.96;14;DVD;import
221302524X;A Taste for Death;P. D. James;Sphere;50;Shelf-5;New York Times reviewed;12.77;14;DVD;import
9780152162924;Caius ist ein Dummkopf;Henry Winterfeld (Manfred Michael)|Clara Winston|Richard Winston|Harcourt Brace Publishing;Harcourt;10;Shelf-28;Fiction;15.39;14;Magazin;import
9789504000693;On revolution;Hannah Arendt;Gallimard;44;Shelf-27;Revolutions;34.05;14;E-Book;import
9781091857803;The Shadow of the Rope;E. W. Hornung;BiblioBazaar;107;Shelf-39;Fiction, mystery & detective, general;22.62;14;E-Book;import
9781020747885;Quentin Durward, or, The fortunate Scotsman;Sir Walter Scott;AST;195;Shelf-0;History;37.52;14;DVD;import
9782070356874;La Symphonie pastoral;André Gide|Josep Lozano;Timas Yayinlari;101;Shelf-10;Clergy;23.94;14;E-Book;import
9780770428242;Lady Oracle;Margaret Atwood;Time Warner Books Uk;48;Shelf-28;Fiction;19.68;14;DVD;import
9782742767960;Der Ritt der Walkuren;Richard Wagner|Stewart Spencer|Barry Millington|Jean d' Ariège|Nicholas John|Andrew Porter|William Ryden|Albert E Wier|T. Noyes Lewis|E. F. Benson;Rullman;328;Shelf-10;Librettos;14.94;14;DVD;import
9781594130809;Trojan Odysey;Clive Cussler;BCA;25;Shelf-30;Fiction;39.96;14;Book;import
1675643024;Terminkalender 2020;Tagesplaner 2020 Frauen Tageskalender;Independently Published;291;Shelf-10;Diverses;32.13;14;DVD;import
1089989520;Kita Kalender 2019 / 2020;Kitakalender Geschenk;Independently published;157;Shelf-19;Diverses;21.86;14;DVD;import
1089989520;Kita Kalender 2019 / 2020;Kitakalender Geschenk;Independently published;157;Shelf-15;Diverses;37.00;14;E-Book;import
1089989520;Kita Kalender 2019 / 2020;Kitakalender Geschenk;Independently published;157;Shelf-17;Diverses;16.62;14;E-Book;import
9781686105371;Erzieherplaner 2019 / 2020;Kitakalender Geschenk;Independently Published;191;Shelf-27;Diverses;13.31;14;DVD;import
9783442415908;All That Glitters;V. C. Andrews;Plaza & Janes Editores, S.A.;25;Shelf-35;Fiction;23.17;14;DVD;import
9783442415908;All That Glitters;V. C. Andrews;Plaza & Janes Editores, S.A.;25;Shelf-3;Fiction;36.80;14;E-Book;import
1705334016;Notizen;Personliche Notizen;Independently Published;147;Shelf-28;Diverses;40.14;14;Magazin;import
9781686376078;Wikstroem - Notes;Felix Ode;Independently Published;200;Shelf-22;Diverses;42.06;14;DVD;import
9781686376078;Wikstroem - Notes;Felix Ode;Independently Published;200;Shelf-18;Diverses;35.35;14;Book;import
9781677779307;Terminkalender 2020;Tagesplaner 2020 Manner Tageskalender;Independently Published;203;Shelf-8;Diverses;19.90;14;Magazin;import
1688521933;Eikland - Notes;Felix Ode;Independently published;119;Shelf-21;Diverses;16.73;14;Book;import
9781710539004;"Meine Perfekte Zigarre : Logbuch Um Deine Zigarren Zu Bewerten &#9830; Dokumentiere S&#65533;mtliche Aromen, Optik, Geschm&#65533;cker &#9830; Im Gro&#65533;z&#65533;gigen A4+ Format F&#65533;r Alle Zigarrenliebhaber &#9830; Motiv";Msed Notizbucher;Independently Published;97;Shelf-26;Diverses;24.77;14;E-Book;import
9798621031862;Notizheft 365 Tage Achtsamkeit;Peter Publishing;Independently Published;212;Shelf-2;Diverses;44.60;14;Magazin;import
1089945515;Notenheft;Musiklehrer Musik Notenbucher;Independently Published;104;Shelf-28;Diverses;43.01;14;Book;import
9798407676836;Summary Guide : Reminders of Him by Colleen Hoover;UnboxRead;Independently Published;1;Shelf-1;Diverses;41.85;14;DVD;import
9781798468098;Schulheft;Schüler Schüler Hefte;Independently Published;581;Shelf-40;Diverses;23.19;14;E-Book;import
1976741203;Dark Romance;Ella Segreti|Angelina Conti;Independently Published;1;Shelf-7;Diverses;11.41;14;Magazin;import
